mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
140	138	414	414	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1008														
140	138	412	412	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	1009								72						
140	138	1237/3	1237/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	1010								72						
140	138	1238/3	1238/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	1011								72						
140	138	413	413	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1012								72						
140	138	827/2	827/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1013								72						
140	138	414	414	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1014								72						
140	138	829/2	829/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1015								72						
140	138	413	413	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
140	138	413	413	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1016								75						
140	138	414	414	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1017														
141	139	416	416	0.0	1/4	1/4	Spanner	3/4	1	1	0																12		
141	139	416	416	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1018												12		
141	139	417	417	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1019												12		
141	139	415	415	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	1020								72				12		
141	139	1246/3	1246/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	1021								72				12		
141	139	1247/3	1247/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	1022								72				12		
141	139	416	416	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1023								72				12		
141	139	833/2	833/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1024								72				12		
141	139	417	417	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1025								72				12		
141	139	835/2	835/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1026								72				12		
141	139	415	415	0.0	0	0	Spanner	3/4	2	1	0																	64	64
141	139	415	415	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1027													64	64
141	139	416	416	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1028													64	64
141	139	417	417	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
141	139	417	417	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1029														
142	140	418	418	0.0	0	0	Spanner	3/4	1	1	0																		
142	140	419	419	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1030														
142	140	420	420	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1031														
142	140	418	418	0.3333333333333333	0	0	Chord	3/4	1	2	1/12		1/8	2/3	1032								72						
142	140	1255/3	1255/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	2	1/12		1/8	2/3	1033								72						
142	140	1256/3	1256/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	2	1/12		1/8	2/3	1034								72						
142	140	419	419	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1035								72						
142	140	839/2	839/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1036								72						
142	140	420	420	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1037														
142	140	841/2	841/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1038														
142	140	419	419	0.0	1/4	1/4	Spanner	3/4	2	1	0																	65	65
142	140	419	419	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1039													65	65
142	140	420	420	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1040													65	65
143	141	421	421	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1041								76						
143	141	843/2	843/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												76	14					
143	141	843/2	843/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1042								76	14					
143	141	845/2	845/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1043								76	14					
143	141	423	423	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1044								76	14					
143	141	847/2	847/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1045								76	14					
143	141	421	421	0.0	0	0	Spanner	3/4	2	1	0																		
143	141	421	421	0.0	0	0	Spanner	3/4	2	1	0																	66	66
143	141	421	421	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1046													66	66
143	141	422	422	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1047													66	66
143	141	423	423	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1048													66	66
143	141	421	421	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1049													66	66
144	142	424	424	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1050								76	14					
144	142	849/2	849/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1051								76	14					
144	142	425	425	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1052								76	14					
144	142	853/2	853/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												76						
144	142	853/2	853/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1053								76						
144	142	424	424	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1054													66	66
144	142	425	425	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1055													66	66
144	142	426	426	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1056													66	66
145	143	427	427	0.0	0	0	Spanner	3/4	1	1	0												76				13		
145	143	427	427	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1057								76				13		
145	143	428	428	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1058												13		
145	143	429	429	0.0	1/2	1/2	Spanner	3/4	1	1	0																		
145	143	427	427	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1059														
145	143	428	428	0.75	1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	1060								77						
145	143	1715/4	1715/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	1061								77						
145	143	429	429	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1062								77						
145	143	427	427	0.0	0	0	Spanner	3/4	2	1	0																		
145	143	427	427	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1063														
145	143	428	428	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1064														
145	143	1715/4	1715/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1065														
145	143	429	429	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1066														
145	143	427	427	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1067														
146	144	430	430	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1068														
146	144	431	431	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1069														
146	144	1727/4	1727/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1070														
146	144	432	432	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1071														
146	144	430	430	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1072														
146	144	431	431	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1073														
146	144	1727/4	1727/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1074														
146	144	432	432	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1075														
146	144	430	430	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1076														
147	145	434	434	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1077														
147	145	869/2	869/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1078														
147	145	435	435	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1079														
147	145	871/2	871/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1080														
147	145	434	434	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1081														
147	145	433	433	0.0	0	0	Spanner	3/4	2	1	0																	67	67
147	145	434	434	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1082													67	67
147	145	435	435	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1083													67	67
147	145	433	433	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1084													67	67
148	146	436	436	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1085														
148	146	873/2	873/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1086														
148	146	437	437	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1087														
148	146	877/2	877/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1088														
148	146	436	436	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1089														
148	146	436	436	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1090													67	67
148	146	437	437	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1091													67	67
148	146	438	438	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
148	146	438	438	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1092														
148	146	436	436	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1093														
149	147	439	439	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1094														
149	147	440	440	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1095														
149	147	439	439	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1096														
149	147	440	440	0.75	1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	1097														
149	147	1763/4	1763/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	1098														
149	147	441	441	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1099														
149	147	439	439	0.0	0	0	Spanner	3/4	2	1	0																	68	68
149	147	440	440	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1100								78					68	68
149	147	441	441	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1101													68	68
149	147	439	439	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1102			articStaccatoBelow										68	68
149	147	440	440	0.75	1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	1103													68	68
149	147	1763/4	1763/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	1104													68	68
149	147	441	441	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1105													68	68
150	148	443	443	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1106														
150	148	1775/4	1775/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1107														
150	148	444	444	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1108														
150	148	443	443	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1109														
150	148	442	442	0.0	0	0	Spanner	3/4	2	1	0																		
150	148	442	442	0.0	0	0	Spanner	3/4	2	1	0																	69	69
150	148	442	442	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1110			articStaccatoBelow										69	69
150	148	443	443	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1111								79					69	69
150	148	1775/4	1775/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1112								79					69	69
150	148	444	444	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
150	148	444	444	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1113														
151	149	446	446	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1114	<													
151	149	893/2	893/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1115														
151	149	447	447	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1116														
151	149	1791/4	1791/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1117														
151	149	445	445	0.0	0	0	Spanner	3/4	2	1	0																	70	70
151	149	445	445	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1118			articStaccatoBelow										70	70
151	149	446	446	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1119								80					70	70
151	149	893/2	893/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1120								80					70	70
151	149	447	447	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	1121								80					70	70
151	149	1791/4	1791/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1122								80					70	70
152	150	448	448	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1123														
152	150	449	449	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1124														
152	150	1799/4	1799/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1125														
152	150	450	450	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1126														
152	150	448	448	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1127														
152	150	449	449	0.0	1/4	1/4	Dynamic	3/4	1	2	0						p												
152	150	449	449	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1128														
152	150	450	450	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1129														
152	150	448	448	0.0	0	0	Spanner	3/4	2	1	0																		
152	150	448	448	0.0	0	0	Spanner	3/4	2	1	0																	71	71
152	150	448	448	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1130													71	71
152	150	449	449	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1131								81					71	71
152	150	1799/4	1799/4	0.0	7/16	7/16	Spanner	3/4	2	1	0												81						
152	150	1799/4	1799/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1132								81						
152	150	450	450	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1133			articStaccatoAbove											
153	151	452	452	0.0	1/4	1/4	Spanner	3/4	1	1	0													15					
153	151	452	452	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1134									15					
153	151	905/2	905/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1135									15					
153	151	453	453	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1136									15					
153	151	1815/4	1815/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1137									15					
153	151	452	452	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1138									15					
153	151	451	451	0.0	0	0	Spanner	3/4	2	1	0																	72	72
153	151	451	451	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1139			articStaccatoBelow										72	72
153	151	452	452	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1140													72	72
153	151	905/2	905/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1141								82					72	72
153	151	453	453	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	1142								82					72	72
153	151	1815/4	1815/4	0.0	11/16	11/16	Spanner	3/4	2	1	0																		
153	151	1815/4	1815/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1143														
154	152	454	454	0.0	0	0	Dynamic	3/4	1	1	0						fz												
154	152	454	454	0.0	0	0	Spanner	3/4	1	1	0																		
154	152	454	454	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1144														
154	152	455	455	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p												
154	152	455	455	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	1145														
154	152	1823/4	1823/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1146														
154	152	456	456	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1147														
154	152	455	455	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1148								83						
154	152	456	456	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1149														
154	152	454	454	0.0	0	0	Spanner	3/4	2	1	0																	73	73
154	152	454	454	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1150													73	73
154	152	455	455	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	1151								84					73	73
154	152	1823/4	1823/4	0.0	7/16	7/16	Spanner	3/4	2	1	0												84						
154	152	1823/4	1823/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1152								84						
154	152	456	456	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1153														
155	153	457	457	0.0	0	0	Dynamic	3/4	1	1	0						fz												
155	153	458	458	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p												
155	153	458	458	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1154								85						
155	153	917/2	917/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1155								85						
155	153	459	459	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1156								85						
155	153	919/2	919/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1157								85						
155	153	457	457	0.0	0	0	Spanner	3/4	2	1	0																	74	74
155	153	457	457	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1158			articStaccatoBelow										74	74
155	153	458	458	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1159								86					74	74
155	153	917/2	917/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1160								86					74	74
155	153	459	459	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1161								86					74	74
155	153	919/2	919/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1162								86					74	74
156	154	460	460	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1163								85						
156	154	921/2	921/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1164								85						
156	154	461	461	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1165								85						
156	154	925/2	925/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1166								85						
156	154	460	460	0.0	0	0	Spanner	3/4	2	1	0												86						
156	154	460	460	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1167								86						
156	154	921/2	921/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1168								86						
156	154	461	461	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1169								86						
156	154	925/2	925/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1170								86						
157	155	463	463	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1171								85						
157	155	927/2	927/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1172								85						
157	155	464	464	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1173								85						
157	155	929/2	929/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1174								85						
157	155	465	465	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1175								85						
157	155	931/2	931/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1176								85						
157	155	463	463	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1177								86						
157	155	927/2	927/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1178								86						
157	155	464	464	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1179								86						
157	155	929/2	929/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1180								86						
157	155	465	465	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1181								86						
157	155	931/2	931/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1182								86						
158	156	466	466	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1183								85						
158	156	933/2	933/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1184								85						
158	156	467	467	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1185								85						
158	156	935/2	935/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1186								85						
158	156	468	468	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1187								85						
158	156	937/2	937/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1188								85						
158	156	466	466	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1189								86						
158	156	933/2	933/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1190								86						
158	156	467	467	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1191								86						
158	156	935/2	935/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1192								86						
158	156	468	468	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1193								86						
158	156	937/2	937/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1194								86						
159	157	469	469	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1195														
159	157	471	471	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1196								87						
159	157	469	469	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1197														
159	157	470	470	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1198								88						
159	157	941/2	941/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1199								88						
159	157	471	471	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1200								88						
159	157	943/2	943/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1201								88						
160	158	472	472	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1202								87						
160	158	945/2	945/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1203								87						
160	158	473	473	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1204								87						
160	158	949/2	949/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1205								87						
160	158	473	473	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1206								89						
160	158	474	474	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1207														
160	158	472	472	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1208								88						
160	158	473	473	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1209								88						
160	158	474	474	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1210								88						
161	159	475	475	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1211														
161	159	477	477	0.0	1/2	1/2	Spanner	3/4	1	1	0													16					
161	159	477	477	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1212								90	16					
161	159	476	476	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1213									16					
161	159	475	475	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1214														
161	159	476	476	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1215														
161	159	953/2	953/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1216														
161	159	477	477	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1217														
161	159	955/2	955/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1218														
162	160	478	478	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1219								90	16					
162	160	957/2	957/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1220								90	16					
162	160	479	479	0.0	1/4	1/4	Spanner	3/4	1	1	0												90						
162	160	479	479	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1221								90						
162	160	961/2	961/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1222														
162	160	478	478	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1223														
162	160	480	480	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1224														
162	160	479	479	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	1225														
162	160	478	478	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1226			articAccentBelow					91						
162	160	480	480	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1227														
163	161	481	481	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1228								92						
163	161	482	482	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1229								92						
163	161	483	483	0.0	1/2	1/2	Spanner	3/4	1	1	0												92		0				
163	161	967/2	967/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												92						
163	161	967/2	967/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1230								92						
163	161	481	481	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1231														
163	161	963/2	963/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1232														
163	161	482	482	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1233														
163	161	483	483	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1234														
163	161	481	481	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1235								93						
163	161	963/2	963/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1236								93						
163	161	482	482	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1237								93						
163	161	483	483	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1238								93						
164	162	484	484	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1239								92						
164	162	485	485	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1240								92						
164	162	973/2	973/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1241								92						
164	162	484	484	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1242														
164	162	969/2	969/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1243														
164	162	485	485	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1244														
164	162	486	486	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1245														
164	162	484	484	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	1246								94						
164	162	1453/3	1453/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	1247								94						
164	162	1454/3	1454/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	1248								94						
164	162	485	485	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1249								94						
164	162	486	486	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1250														
165	163	487	487	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1251								92						
165	163	488	488	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1252								92						
165	163	979/2	979/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1253								92						
165	163	487	487	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1254														
165	163	975/2	975/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1255														
165	163	488	488	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1256														
165	163	489	489	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1257														
